vmax,seed,ep,n_movers,ours_reach,ours_t,ours_clr,ours_coll,ego_reach,ego_t,ego_clr,ego_coll,sando_reach,sando_t,sando_clr,sando_coll
7.0,17,3,2,1,3.9,1.793,0,1,3.0,1.251,0,0,18.6,2.464,0
7.0,17,4,3,1,4.8,1.155,0,1,5.1,0.365,0,0,16.5,0.581,0
7.0,17,5,1,1,4.2,2.103,0,1,3.6,0.895,0,0,13.5,2.587,0
7.0,18,0,2,1,3.6,1.605,0,1,3.0,1.332,0,0,26.4,1.55,0
7.0,18,1,1,1,6.0,1.299,0,1,4.8,0.296,0,0,14.1,-0.171,1
7.0,18,2,3,1,4.5,1.039,0,1,6.0,-0.081,1,0,21.9,0.17,0
7.0,18,3,1,1,4.8,1.481,0,1,3.0,1.19,0,0,20.4,1.652,0
7.0,18,4,2,1,3.9,1.982,0,1,3.0,1.155,0,0,18.6,1.828,0
7.0,18,5,2,1,3.9,1.861,0,1,3.0,1.35,0,0,26.1,2.387,0
7.0,19,0,1,1,3.6,4.278,0,1,3.6,4.278,0,0,14.1,-0.19,1
7.0,19,1,2,1,5.4,1.584,0,1,4.2,0.481,0,0,26.1,2.375,0
7.0,19,2,2,1,3.9,2.108,0,1,6.3,0.756,0,0,18.6,2.707,0
7.0,19,3,1,1,4.2,1.771,0,1,3.0,1.191,0,0,13.5,1.353,0
7.0,19,4,2,1,4.8,1.369,0,1,9.0,0.434,0,0,21.6,2.285,0
7.0,19,5,3,1,5.1,1.526,0,1,7.8,0.464,0,0,18.6,1.501,0
8.0,0,0,1,1,3.9,1.5,0,1,5.7,-0.103,1,0,18.6,2.253,0
8.0,0,1,2,1,3.9,1.078,0,0,13.5,3.04,0,0,23.4,2.045,0
8.0,0,2,2,1,3.9,1.163,0,1,11.7,2.221,0,0,21.6,2.435,0
8.0,0,3,2,1,4.2,1.887,0,1,3.6,0.855,0,0,27.6,1.318,0
8.0,0,4,1,1,4.5,1.518,0,1,5.4,0.439,0,0,32.1,1.617,0
8.0,0,5,2,1,6.6,1.245,0,1,6.9,1.065,0,0,14.4,1.44,0
8.0,1,0,3,1,5.4,1.047,0,1,3.6,0.755,0,0,23.4,2.379,0
8.0,1,1,2,1,4.5,1.289,0,1,3.9,0.859,0,0,17.4,1.568,0
8.0,1,2,1,1,4.5,1.514,0,1,3.9,0.964,0,0,17.4,2.072,0
8.0,1,3,1,1,4.5,1.333,0,1,3.9,0.634,0,0,21.6,2.187,0
8.0,1,4,4,1,4.8,1.577,0,1,9.9,0.751,0,0,21.9,1.814,0
8.0,1,5,2,1,4.2,1.531,0,1,6.6,1.193,0,0,18.0,1.976,0
8.0,2,0,2,1,3.9,1.392,0,0,14.1,2.174,0,0,13.5,1.764,0
8.0,2,1,2,1,4.2,1.444,0,1,6.0,-0.175,1,0,20.4,2.458,0
8.0,2,2,2,1,6.0,1.468,0,1,3.6,1.155,0,0,13.5,2.631,0
8.0,2,3,4,1,5.4,1.043,0,1,8.1,0.481,0,0,14.1,0.455,0
8.0,2,4,1,1,5.4,1.237,0,1,3.9,0.984,0,0,15.6,1.235,0
8.0,2,5,2,1,4.2,1.525,0,1,4.8,1.015,0,0,33.9,1.727,0
8.0,3,0,2,1,5.4,1.37,0,1,3.3,1.087,0,0,13.2,2.656,0
8.0,3,1,2,1,6.0,1.309,0,0,14.1,1.861,0,0,27.6,3.22,0
8.0,3,2,1,1,4.5,1.355,0,1,3.9,1.072,0,0,24.6,3.809,0
8.0,3,3,2,1,3.3,1.387,0,1,5.7,-0.011,1,0,18.6,2.342,0
8.0,3,4,2,1,5.1,1.199,0,1,5.1,0.459,0,0,20.4,3.258,0
8.0,3,5,5,1,6.3,0.9,0,1,9.3,0.232,0,0,21.9,1.692,0
8.0,4,0,3,1,4.8,1.424,0,1,5.7,0.445,0,0,13.5,1.592,0
8.0,4,1,1,1,6.0,1.4,0,1,3.6,1.1,0,0,13.2,3.016,0
8.0,4,2,2,1,4.5,1.402,0,1,5.7,0.336,0,0,13.5,2.263,0
8.0,4,3,1,1,5.4,1.521,0,1,3.9,0.963,0,0,39.6,1.845,0
8.0,4,4,3,1,4.2,1.73,0,1,7.2,-0.118,1,0,18.6,2.16,0
8.0,4,5,1,1,4.2,1.259,0,1,8.4,1.191,0,0,15.6,2.662,0
8.0,5,0,2,1,5.4,1.27,0,1,3.3,1.133,0,0,18.6,1.01,0
8.0,5,1,3,1,6.9,1.361,0,1,5.7,-0.029,1,0,17.1,2.417,0
8.0,5,2,1,1,4.2,1.571,0,1,5.7,0.167,0,0,13.5,2.469,0
8.0,5,3,4,1,3.3,1.779,0,1,3.3,1.756,0,0,25.2,1.821,0
8.0,5,4,1,1,5.4,1.305,0,1,3.9,0.948,0,0,14.4,1.264,0
8.0,5,5,1,1,5.1,1.356,0,1,5.7,0.33,0,0,14.1,1.654,0
8.0,6,0,1,1,4.5,1.489,0,1,5.4,0.45,0,0,20.1,2.602,0
8.0,6,1,2,1,4.5,1.487,0,1,5.4,0.448,0,0,15.6,2.017,0
8.0,6,2,3,1,4.2,1.334,0,1,3.6,0.858,0,0,14.1,2.564,0
8.0,6,3,2,1,4.2,1.605,0,1,3.6,1.125,0,0,29.1,2.856,0
8.0,6,4,1,1,5.4,1.438,0,1,3.6,1.157,0,0,13.2,3.095,0
8.0,6,5,1,1,3.9,1.55,0,1,3.6,1.132,0,0,20.1,2.688,0
8.0,7,0,2,1,3.9,1.462,0,1,3.6,0.874,0,0,33.9,0.697,0
8.0,7,1,3,1,5.1,1.6,0,1,6.0,0.343,0,0,13.2,1.672,0
8.0,7,2,3,1,4.2,1.52,0,1,16.5,2.599,0,0,18.9,1.876,0
8.0,7,3,8,1,3.6,1.4,0,1,12.3,0.252,0,0,14.1,0.536,0
8.0,7,4,1,1,3.6,1.218,0,1,3.3,0.985,0,0,15.9,1.92,0
8.0,7,5,3,1,5.1,1.58,0,1,5.4,0.477,0,0,21.9,1.723,0
8.0,8,0,3,1,4.2,1.255,0,1,10.2,0.719,0,0,18.9,0.124,0
8.0,8,1,5,1,4.5,1.361,0,1,5.4,0.443,0,0,36.9,0.924,0
8.0,8,2,5,1,3.9,1.5,0,1,6.0,1.117,0,0,17.4,2.035,0
8.0,8,3,2,1,4.2,1.223,0,0,13.5,2.949,0,0,14.1,3.388,0
8.0,8,4,3,1,5.1,1.443,0,1,3.9,1.094,0,0,13.5,2.317,0
8.0,8,5,3,1,5.7,1.14,0,1,6.3,-0.231,1,0,20.1,1.858,0
8.0,9,0,2,1,4.5,2.028,0,1,3.9,0.948,0,0,17.4,2.564,0
8.0,9,1,3,1,6.6,1.211,0,1,5.7,0.322,0,0,14.1,-0.171,1
8.0,9,2,5,1,8.1,1.308,0,1,7.5,0.541,0,0,23.1,3.253,0
8.0,9,3,6,1,4.2,1.497,0,1,13.2,0.197,0,0,21.9,1.617,0
8.0,9,4,2,1,5.1,1.281,0,1,3.6,1.181,0,0,17.4,1.351,0
8.0,9,5,2,1,4.5,1.503,0,1,8.7,1.182,0,0,21.6,2.333,0
8.0,10,0,2,1,4.2,1.707,0,1,14.1,2.404,0,0,35.4,3.508,0
8.0,10,1,1,1,4.2,1.445,0,1,6.3,-0.139,1,0,20.4,1.983,0
8.0,10,2,1,1,4.5,1.591,0,1,3.9,0.654,0,0,17.4,2.42,0
8.0,10,3,1,1,3.6,1.502,0,1,3.3,1.09,0,0,17.4,2.608,0
8.0,10,4,3,1,5.7,1.188,0,1,10.2,0.117,0,0,14.1,0.351,0
8.0,10,5,5,1,5.1,1.653,0,1,7.8,-0.15,1,0,38.4,1.468,0
8.0,11,0,4,1,5.1,1.125,0,1,4.8,0.692,0,0,14.1,1.279,0
8.0,11,1,2,1,5.4,1.564,0,1,3.9,1.002,0,0,30.9,2.091,0
8.0,11,2,1,1,4.5,1.45,0,1,6.9,0.91,0,0,18.6,2.569,0
8.0,11,3,2,1,5.4,1.39,0,1,3.6,1.122,0,0,47.4,2.15,0
8.0,11,4,2,1,5.1,1.509,0,1,5.7,0.435,0,0,23.4,1.231,0
8.0,11,5,4,1,4.5,1.678,0,1,6.9,0.763,0,0,18.6,1.274,0
8.0,12,0,3,1,5.7,0.923,0,1,5.1,0.663,0,0,18.9,-0.003,1
8.0,12,1,7,1,5.1,1.186,0,1,7.5,1.403,0,0,20.1,2.456,0
8.0,12,2,4,1,5.4,1.142,0,1,3.9,1.033,0,0,21.6,2.92,0
8.0,12,3,5,1,3.9,1.081,0,1,12.9,1.637,0,0,27.6,2.314,0
8.0,12,4,5,1,4.5,1.609,0,1,4.8,1.415,0,0,17.4,-0.07,1
8.0,12,5,1,1,4.5,1.089,0,1,3.9,0.714,0,0,15.6,2.955,0
8.0,13,0,4,1,5.4,1.399,0,1,5.1,-0.363,1,0,25.2,0.401,0
8.0,13,1,4,1,3.9,1.638,0,1,3.9,0.976,0,0,20.4,1.533,0
8.0,13,2,3,1,4.5,1.493,0,1,5.4,0.454,0,0,23.4,1.66,0
8.0,13,3,4,1,4.5,1.517,0,1,5.4,0.438,0,0,13.5,0.827,0
8.0,13,4,2,1,4.2,1.618,0,1,7.2,0.61,0,0,13.5,1.567,0
8.0,13,5,2,1,6.9,1.223,0,0,13.5,3.087,0,0,20.4,2.784,0
8.0,14,0,4,1,3.6,1.51,0,1,3.3,1.125,0,0,26.1,3.426,0
8.0,14,1,2,1,5.4,1.47,0,1,4.8,0.551,0,0,13.5,1.813,0
8.0,14,2,3,1,6.0,1.535,0,1,5.7,0.044,0,0,14.1,1.877,0
8.0,14,3,2,1,6.0,1.462,0,1,3.6,1.121,0,0,20.1,2.007,0
8.0,14,4,3,1,4.5,1.482,0,1,3.9,1.017,0,0,21.6,2.377,0
8.0,14,5,1,1,4.2,1.531,0,1,6.0,-0.152,1,0,18.6,1.676,0
8.0,15,0,3,1,4.5,1.576,0,1,7.5,1.298,0,0,14.4,0.407,0
8.0,15,1,2,1,4.5,1.508,0,1,5.7,0.441,0,0,13.5,2.204,0
8.0,15,2,2,1,3.9,1.588,0,1,3.3,0.902,0,0,15.9,1.709,0
8.0,15,3,4,1,4.8,1.483,0,1,9.6,1.316,0,0,26.1,0.204,0
8.0,15,4,1,1,6.0,1.803,0,1,5.4,0.089,0,0,15.6,-0.542,1
8.0,15,5,9,1,5.7,1.171,0,1,6.9,-0.041,1,0,18.6,2.079,0
8.0,16,0,5,1,6.0,1.284,0,1,5.7,0.096,0,0,14.1,2.815,0
8.0,16,1,3,1,5.1,1.986,0,0,13.5,0.31,0,0,26.1,1.623,0
8.0,16,2,5,1,5.4,1.121,0,1,6.9,1.019,0,0,27.9,1.556,0
8.0,16,3,2,1,3.9,1.499,0,1,3.6,0.886,0,0,27.6,1.769,0
8.0,16,4,2,1,3.9,1.641,0,1,3.9,1.124,0,0,27.6,2.808,0
8.0,16,5,1,1,3.9,1.509,0,1,5.7,-0.126,1,0,15.9,2.174,0
8.0,17,0,1,1,5.7,1.43,0,1,3.9,1.141,0,0,18.9,2.607,0
8.0,17,1,3,1,4.2,1.543,0,1,3.9,0.885,0,0,24.9,2.799,0
8.0,17,2,2,1,3.9,1.557,0,1,3.9,1.122,0,0,15.6,2.702,0
8.0,17,3,2,1,5.7,1.507,0,1,3.6,1.138,0,0,18.6,2.481,0
8.0,17,4,3,1,5.4,1.086,0,1,6.0,0.09,0,0,16.5,0.581,0
8.0,17,5,1,1,4.2,1.77,0,1,6.0,-0.083,1,0,13.5,2.587,0
8.0,18,0,2,1,3.6,1.542,0,1,6.0,-0.138,1,0,24.9,1.55,0
8.0,18,1,1,1,5.1,1.334,0,1,3.9,0.542,0,0,14.1,-0.171,1
8.0,18,2,3,1,4.2,0.908,0,1,6.6,0.066,0,0,21.9,0.17,0
8.0,18,3,1,1,4.8,1.498,0,1,5.4,0.451,0,0,13.5,1.652,0
8.0,18,4,2,1,4.2,1.611,0,1,5.4,0.456,0,0,18.6,1.864,0
8.0,18,5,2,1,4.2,1.45,0,1,3.6,1.151,0,0,26.1,2.392,0
8.0,19,0,1,1,3.9,3.038,0,1,3.9,3.038,0,0,18.6,-0.23,1
8.0,19,1,2,1,5.1,1.756,0,1,4.5,0.697,0,0,18.6,2.301,0
8.0,19,2,2,1,4.5,1.609,0,1,6.6,1.305,0,0,14.1,2.698,0
8.0,19,3,1,1,3.9,1.679,0,1,5.7,0.451,0,0,13.5,1.217,0
8.0,19,4,2,1,4.5,1.198,0,1,9.3,0.731,0,0,14.1,2.342,0
8.0,19,5,3,1,4.2,1.742,0,1,3.3,1.124,0,0,18.6,1.66,0
